TEXT DATA,LABEL
Ee movie lo heroine charector tooo reality. Aa amay chedadi kaadu thapu cheyali ani kuda thana intension kaadu paristhithulu bad friendship valla alanti mistake chesindi. Finally the result was she spoil her life and another one. So manam yentha manchi valam ayna please be alert u r surroundings and frnds... Nice movie,Non stressed
Which season this,Non stressed
Undhi ani anukovalemo...,Non stressed
Em sadhincharra meeru,Non stressed
Super anna,Non stressed
Mem roju antan vadu veedu ani,Non stressed
 @lakavathravindars6999  jhanu,Non stressed
కళ్ళు బాగున్నాయి... LEGENDS CAN UNDERSTAND,Non stressed
 @hemanth9581  emo bro okok balaaditya ki alage undi,Non stressed
So CUTI baby matalu kavu pidugulu,Non stressed
T.Kranthi kumar,Non stressed
ప్రోమో ని One More Time చూసిన వారు ఎంత మంది ఉన్నారు.. . లిటిల్ చోటు క్యూట్ గా ఉన్నాడు.. ముద్దు ముద్దు మాటలతో అందరిని ఆకట్టుకున్నాడు... Bgm and Housemates Heartful Smilies abba ఎంత బాగుందో ప్రోమో,Non stressed
 @nagarajuinumukkala5210  థాంక్ యూ బ్రో,Non stressed
అది ఏమి బాగుంది చక్క లాగా ఉంది అబ్బాయి సూపర్ గా ఉన్నాడు,Non stressed
same bro,Non stressed
Prasad garu meeru chala Baga chestaru.yekkuva videos cheyyandi,Non stressed
సూపర్ acting bro,Non stressed
Exactly heroin role says that real situation today in world what is hapening,Non stressed
telaguntadu kada black people and jenuine people nachara meku chi,Non stressed
Haha true,Non stressed
Jathirathnalu hero super super,Non stressed
 @gourissanthosh  నీది ఆంధ్ర కదా....,Non stressed
Maaku America ni chupinchadam kosam inta kasta padutunnaru,Non stressed
Super sreeleela,Non stressed
ఆమె కు మనుమడుగా పుట్టడం రామ్ చరణ్ అదృష్టం.....,Non stressed
"Password: prem dan dan paayo
Imperial blue ekkinantha easy ga english ekkatladu mari
In english iam week in telugu iam peakhence prooved please get last",Non stressed
Srihaan veri nice guy simply super anna soo much bro,Non stressed
Director V.V.Vinayak ane overrated Director kadaa,Non stressed
Naga bro voice....panchangamlo,Non stressed
​ @sadhikakambam3352 bro realistic ga tisaru e movie.real ga na bf vunnadu ani chepukoru,Non stressed
"1000% block buster avuthundhi
Anna",Non stressed
"Super anna
But actually parvati peru ku కన్య రాశీ
Shiva ki kaadu",Non stressed
 @gopi714  so sad of u bro,Non stressed
Make up undi kabbate boy kii kochem equal ayindii remove cheste inka boy. Super ga,Non stressed
"we ur combination bro prashu dharani,and Shiva Ane sariki ganga movie gurthochindi",Non stressed
"Tiffin undi kada.....
Ye tiffin gurunchi ra nuvvu matladedi",Non stressed
gamthaga thagga bomthe vachhedhi..... amdam yekkuva ayithe apaayaalu yekkuva avuthaayi..nenu already face chesaa naavi total 47 love stories imtikochhina ammayi 2 nd love story amdarni marchipoya but aa okka ammayine marchipolekapothunna amthe,Non stressed
YouTube income vasthadhi le,Non stressed
Shannu siri cute,Non stressed
వీడియో చూసి కామెంట్స్ చదవడానికి వచ్చిన వారు ఒక లైక్ వేసుకోండి,Non stressed
Ammai chala great sir hats of to strong girl love,Non stressed
Naa manusu loo una matalu cheparu akka,Non stressed
Em bayya,Non stressed
Software Sudheer,Non stressed
Stella is waiting,Non stressed
Guys please don't mind. I just said my opinion. My intention is not to discriminate anyone.,Non stressed
Movie name,Non stressed
Karnataka dagar,Non stressed
iddaru malli kalavali anukunna vaallu like asukondi,Non stressed
She is dagar,Non stressed
Movie name: sir,Non stressed
Ss evalu huchhi ne sir,Non stressed
What.. ekada chilarga em undhi,Non stressed
Na name kuda paru,Non stressed
Good Msg,Non stressed
ఏమ్మా బట్టలు లేవా.... లేకపోతే sai baba ఆశ్రమంలో ఇస్తారు తెచ్చుకో,Non stressed
సినిమా పేరు ఎంటి,Non stressed
Edharu chala padhathiga bagunaru ...so cute,Non stressed
 @krishnaalisetty5638  yes,Non stressed
Hello sir please help me job American driver job,Non stressed
Hi bro..cheppaga ne action keka Ani..malli chimpesav..,Non stressed
Asalu ee sreeleela heroine yento... Magadu laa untundhi,Non stressed
Me bidi opinions yevadiki Kavali. Cheda dengataaniki ready ga vuntaru,Non stressed
పాపం మాకు అన్ని చూపించడానికి మీరు ఫైన్ కడుతున్నారు,Non stressed
I want Radha Krishna,Non stressed
" @rameshsunki3759 
.",Non stressed
anna...i am waiting for next episode,Non stressed
"Future Indian IT employees America, Russia all countries ki mude kaalam",Non stressed
Srklm ante ari papa papapalu anukuntunaru,Non stressed
She is dagar,Non stressed
"Political ga rakamundhu he is super acter.... But now....
He is real life after.........",Non stressed
Odamas మరిచిపోయారు బ్రో,Non stressed
Very true,Non stressed
Okasari yekkva Mali 2sd time data bokka,Non stressed
"Shannu siri malli kalavali , chala baaguntundi",Non stressed
" @srinusri62 
నేను కళ్ళు మాత్రమే చూసాను బ్రో... అవి కూడా పూర్తిగా కనపడలేదు",Non stressed
బాగా ఆడవ్ అని ప్రేక్షకులు హౌజ్ లో ఉన్న వాలు చెప్పాలి,Non stressed
Kash mere bhaiya bhi aise kahin se jaate mujhe milne fir se,Non stressed
Nataraj ki nizam gaane mental asalu,Non stressed
We kicked out from our kannada industry,Non stressed
అన్న నేను కూడా English లో pledge బాగా ప్రిపేర్ అయ్యి వెళ్ళాను చెప్పాలని కానీ చెప్పే లోపే మా క్లాస్ అమ్మాయి బాగా నవ్వింది ఆ అమ్మాయి ని చూసి school మొత్తం నవ్వింది మా సారు వాలు కూడా నవ్వారు అన్న. అప్పటి నుండి school days complete అయ్యే వరకు చెప్పలేదు.,Non stressed
Evanni comman ra ....mana valla veeru develop avutunnaare thappa veela valla manam develop avvadam yekkada ledu ....so meeru mee life lo develop avvataaniki adyna cheyyadi ....aa comments maarchandi ...,Non stressed
Yes bro ture,Non stressed
Bro to be frank ammay Kante nve bagunav you are natural.,Non stressed
Baby dimple,Non stressed
 @naggasince9548  తెలుగు లో పద్యం పెట్టవు కదా రా erripuku నీకు కనీసం జ్ఞానం ఉందా రేశం అర్దం తెలుసా అసలు.......????,Non stressed
 @pranaamp5510  it's ok andi inthaku mundhu thitti nanduku sorry nenu aa roju mood off lo unnanu kopanga any ways nice to meet u,Non stressed
Logical question but ans. we can't say,Non stressed
Correct cheppav bro,Non stressed
Shannu annaaaaaaaa nenu evadu em pikaledu anna nee life ki nuvee Brahma,Non stressed
 @jalsa_ganesh2.046  Telugu ni evadu agam chesthaledhu. Adhi vaduka basha lo ochina yasa. Yasa basha kadhu ani andarki telsu. Book lo undha ani Inni years Andhra slang tho ochina movies kinda itlane comment cheshnava? First nuvvu vaduka basha ki writing basha ki difference telsuko. Vaduka basha lo ochey slangs ani movies lo vadtharu. Recent ga ochina movies lo rasey basha explicit ga vadinattu chupinchu. Niku Telangana yasa mainstream la chusi badha ainthundi anukunta. Antha bhadapadaku. Nuv comment chesinantha matrana adhi Telugu kakunda podhu.,Non stressed
Shanmukh annaya nenu mi 5 episodes choosa nenu 6 th episode kosam wait chesthunna annaya thawarga pettu annaya,Non stressed
పిట్ట సూపర్,Non stressed
Same to you!!!!,Non stressed
Yes bro,Non stressed
"That money is not from his pants, she gave it from bix",Non stressed
Asalu aa movie name enti,Non stressed
Pant marchpoinda,Non stressed
వాడే సూపర్ ఉన్నడు… అది బేకార్ ఉంది,Non stressed
Thoduga nuvv kuda vellu saripothadi bro,Non stressed
Yes anna,Non stressed
Movie name - Ardha shatabdam,Non stressed
Eh bindu heroine ga success avaledu gani oh samantha oh kajal oh ayunte inka nilavadu ammopoint tobe noted:I am not supporting natraj babaiss,Non stressed
 @vijaybhaskar4136  thoo,Non stressed
Nattu loose ipoindhi,Non stressed
Adhantha scripted ani telustundi,Non stressed
Super annaya,Non stressed
Rotational shifts aithe alane untadhi baya,Non stressed
song ni password chesina mahanubhavudu,Non stressed
Pilaa bale undi,Non stressed
Heroine అలా కిందకి చూడటం చాలా బాగుంది,Non stressed
Great to see with ur grandma. I really miss my grandmaa.,Non stressed
Ako adi pedha farud aka. Auto vadi preminstuna ani chepetea clg vadu flert chesi undadu ga nijam ayena prema aytea vadu auto vadina gudi vadina prepanchanki direyamga cheputadhi.,Non stressed
Ee abbay chala. Baga act chesthunnadu.. Full. Ga videos chey bhayya,Non stressed
"మంచి వీడియోలు చేస్తే ఎక్కడ చూస్తున్నారు,,",Non stressed
నాకు అలాగే అనిపించింది,Non stressed
Same to same maa highschool lo ilane bro......,Non stressed
They both have sooooo much love in side there heart's,Non stressed
abaddam cheppadu,Non stressed
Enduku ela bad ga comments peduthunnaru Siri first nundi elanti dress lu vesukuntundi kada kothaga endu miru ela comments peduthunnaru,Non stressed
Due to lockdown,Non stressed
This is called Oscar level performance. Even more than that.,Non stressed
ప్రేమంటే ఏంటో తెలియాలి అంటే సీత రామము చూడాలి ప్రేమ ఎలా ఉండకూడదో చూడాలంటే బేబీ చూడాలి,Non stressed
 @thamishettysatish5117  adigi chudu,Non stressed
In long drives. I'll always play this song,Non stressed
Mahesh Anna ki ntr cheppina paata gurthu raledu,Non stressed
Exactly karma will answer to such situations,Non stressed
Enti dharani. .. prashu thanmudini ala kottav,Non stressed
Niku manchi future undi bro. All the best.,Non stressed
​ @nithinboby Haa bro,Non stressed
Nijanga dance viluva telisinodiki e dance arthamavthadhi...,Non stressed
దీపావళి రోజు సగం కాలిన కాకరొత్తి మీద కాలు వేసినవాడి లాగా అలా ఎగురుతున్నావ్ ఏంటి భయ్యా??,Non stressed
Good mother and daughter,Non stressed
Dondhu donhe,Non stressed
Bro temporary roomates finale eppudu vasthadhi,Non stressed
Vaishnavi aunty is back,Non stressed
మన జీవితం లో మార్చిపోలేని జ్ఞపకం స్కూల్ లైఫ్ గుర్తుతెచ్చుకుంటే నవ్వులువస్థాయ్ ఏడుపుకూడా వస్తది టీచర్లు మాస్టార్లు మనతోటి విద్యార్థులు చిన్నలు పెద్దలు అంధరు మిస్యు ఆల్ ఆఫ్ యు,Non stressed
Love u shannu,Non stressed
Adience be like about ARJUN: yekkado kaluthunnatlundhi,Non stressed
please respect girls,Non stressed
Love you darling,Non stressed
​ @hotfoodies2207  hig,Non stressed
Full episode cheyyochuga boss,Non stressed
 @maneeshkumar8966  vachadu Telugu master nuv erripuku,Non stressed
 @MohanMohan-sq3pu  Ayo ala kadu andi,Non stressed
"rediculous, marvellous, fabulous, Hercules hippopotamus super dialogue bro",Non stressed
Nice... Finally some different acting from hebba.,Non stressed
"అమ్మా ఈ సమాజానికి ఎంత గొప్ప నాయకులని ఇచ్చావు.prp,జనసెన,నాగబాబు ఓహ్",Non stressed
